,Name,Score,Studios,Source,Ranked,Popularity,Completed
4150,Fushigi na Melmo,6.38,Tezuka Productions,Manga,6507,10256,293
4154,Shin Mazinger Shougeki! Z-hen,7.71,"Bee Media, Code",Manga,994,4449,4885
4156,Ranma ½: Akumu! Shunmin Kou,7.53,"Sunrise, Studio Deen",Manga,1468,4680,8075
4157,Konnichiwa Anne: Before Green Gables,7.59,Nippon Animation,Novel,1321,6273,1822
4161,Shinkyoku Soukai Polyphonica Crimson S,7.19,Diomedéa,Light novel,2810,3457,11281
4162,Viper's Creed,6.74,"AIC Spirits, Digital Frontier",Original,4710,5076,4593
4163,Senjou no Valkyria,7.62,A-1 Pictures,Game,1213,1245,58874
4166,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,7.34,J.C.Staff,Manga,2153,2754,25793
4168,07-Ghost,7.24,Studio Deen,Manga,2587,809,113499
4169,Pokemon: Pikachu no Natsuyasumi,6.81,OLM,Game,4385,2988,27747
4170,Pokemon: Odoru Pokemon Himitsu Kichi,6.48,OLM,Game,6011,4904,7651
4171,Pandora Hearts,7.72,Xebec,Manga,988,368,187234
4173,Tottoi,6.21,Nippon Animation,Novel,7311,11437,289
4174,Tegamibachi: Hikari to Ao no Gensou Yawa,7.47,Studio Pierrot,Manga,1665,4378,8591
4175,Blassreiter: Navi,6.33,Gonzo,Original,6722,7153,1965
4190,Eguchi Hisashi no Nantoka Narudesho!,5.09,Madhouse,Manga,10497,9945,507
4212,"Kaitei Daisensou: Ai no 20,000 Miles",5.39,Tatsunoko Production,Novel,9948,12555,179
4213,Sonic: Night of the WereHog,6.49,Marza Animation Planet,Game,5927,5850,5564
4221,Dogs: Bullets & Carnage,7.34,David Production,Manga,2145,2103,35606
4223,Natsu no Arashi!,7.28,Shaft,Manga,2412,2390,14824
4224,Little El Cid no Bouken,6.31,Nippon Animation,Original,6843,11898,234
4237,Dokonjou Gaeru,6.43,Tokyo Movie Shinsha,Manga,6280,10121,233
4240,The Chocolate Panic Picture Show,4.47,Gainax,Manga,10943,8155,1592
4244,Higashi no Eden,7.83,Production I.G,Original,780,274,274002
4260,Great Mazinger,7.06,Toei Animation,Manga,3387,6928,2142
4266,To LOVE-Ru OVA,7.31,Xebec,Manga,2316,1050,116582
4267,GA: Geijutsuka Art Design Class,7.15,AIC PLUS+,4-koma manga,2994,3903,7167
4268,Saki,7.48,"Gonzo, Picture Magic",Manga,1649,1671,40215
4269,Apfelland Monogatari,6.03,J.C.Staff,Novel,8079,9353,671
4271,Basquash!,7.24,Satelight,Original,2590,2513,18683
4272,Kobato.,7.98,Madhouse,Manga,563,1064,63191
4273,K-On!,7.84,Kyoto Animation,4-koma manga,758,108,519279
4274,Summer Wars,8.09,Madhouse,Original,420,311,315050
4275,Phantom: Requiem for the Phantom,8.01,Bee Train,Visual novel,525,533,127840
4276,Fresh Precure!,7.31,Toei Animation,Original,2301,4492,6170
4279,Gegege no Kitarou (1968),6.77,Toei Animation,Manga,4593,7611,696
4280,Eien no Filena,5.8,Studio Pierrot,Light novel,8827,10527,314
4281,Nodame Cantabile: Finale,8.27,J.C.Staff,Manga,243,1290,79384
4284,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,7.13,Kyoto Animation,Original,3069,2744,17359
4286,Tanoshii Muumin Ikka Bouken Nikki,7.5,Telescreen,Book,1581,6540,3313
4287,Minami-ke Betsubara,7.51,Asread,Manga,1564,3146,20342
4288,Arcade Gamer Fubuki Extra,4.74,Shaft,Original,10807,9089,1096
4289,Kiniro no Corda: Secondo Passo,7.15,Yumeta Company,Visual novel,3001,2933,24434
4291,Mobile Suit Gundam: More Information on the Universal Century,6.12,Sunrise,Original,7710,8176,1153
4292,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.3,Sunrise,Game,6886,6080,4394
4294,Tayutama: Kiss on My Deity,6.78,SILVER LINK.,Visual novel,4520,1981,36223
4297,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.67,M.S.C,Manga,1099,4383,9698
4298,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.25,Toei Animation,Original,2578,6540,3278
4300,Dororo to Hyakkimaru,7.17,Mushi Production,Manga,2888,4568,3800
4303,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,7.28,J.C.Staff,Light novel,2457,1675,65735
4304,Akaneiro ni Somaru Saka: Hardcore,6.43,TNK,Visual novel,6263,2681,29087
4307,Isekai no Seikishi Monogatari,7.84,"AIC Spirits, BeSTACK",Original,756,935,87470
4324,Tsurupika Hagemaru-kun,6.87,Shin-Ei Animation,4-koma manga,4161,9148,1244
4325,Tiger Mask Nisei,7.31,Toei Animation,Manga,2290,6581,3137
4327,Kyojin no Hoshi,6.79,TMS Entertainment,Manga,4502,9039,365
4328,Hanasakeru Seishounen,7.76,Studio Pierrot,Manga,908,2056,26098
4332,Pokemon: Pikachu no Obake Carnival,6.3,OLM,Game,6908,6252,3554
4333,Pokemon: Pikachu no Natsumatsuri,6.29,OLM,Game,6927,6049,4035
4336,Shin Chou Kyou Ryo: Condor Hero III,7.33,Nippon Animation,Novel,2190,8394,1031
4337,Kiddy GiRL-AND Pilot,6.73,Asread,Original,4754,6816,2268
4339,Nanaka 6/17 Special,6.61,J.C.Staff,Manga,5344,9274,1072
4348,Izumo,5.79,"Studio Hibari, Grouper Productions",Manga,8898,11057,293
4349,Abunai Sisters: Koko & Mika,2.5,Production I.G,Original,11069,6805,2498
4352,Examurai Sengoku,6.37,TMS Entertainment,Other,6547,7267,665
4360,B.B. Fish,4.74,Production I.G,Manga,10798,9357,946
4362,Chinpui,6.15,"Kyoto Animation, Production I.G, Shin-Ei Animation",Manga,7562,10909,370
4363,Seitokai no Ichizon,7.36,Studio Deen,Light novel,2075,894,93819
4364,Kanamemo,6.89,feel.,4-koma manga,4075,2790,16428
4367,Deimos no Hanayome: Ran no Kumikyoku,5.7,Madhouse,Manga,9132,7047,2120
4368,Xanadu Dragonslayer Densetsu,5.55,Toei Animation,Game,9564,10618,325
4371,Utsunomiko: Heaven Chapter,6.12,Toei Animation,Light novel,7735,11058,175
4374,Antique Heart,5.58,J.C.Staff,Original,9470,10164,560
4375,Hoshi Neko Fullhouse,5.89,Artland,Original,8572,10908,264
4376,Kigyou Senshi Yamazaki: Long Distance Call,5.82,Ripple Film,Manga,8777,11124,310
4380,Shiroi Kiba White Fang Monogatari,6.36,Sunrise,Novel,6609,11145,304
4381,Greed,4.93,Filmlink International,Original,10671,11165,371
4382,Animation Kikou: Marco Polo no Bouken,6.16,Madhouse,Original,7508,11403,224
4385,Seiken no Blacksmith,6.74,Manglobe,Light novel,4725,999,93366
4386,Cross Game,8.43,SynergySP,Manga,136,1392,48400
4388,Element Hunters,6.64,"Heewon Entertainment, NHK Enterprises",Original,5168,4555,3411
4389,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,7.3,Gainax,Original,2351,3211,17654
4390,Mahou no Princess Minky Momo: Yume wo Dakishimete,6.65,Production Reed,Original,5153,8862,827
4391,Toaru Majutsu no Index-tan,6.96,J.C.Staff,Light novel,3765,2341,34922
4393,Nyoro-n Churuya-san,6.53,Kyoto Animation,4-koma manga,5714,3130,20025
4394,Sora no Otoshimono,7.36,AIC ASTA,Manga,2082,338,275739
4396,Metal Fight Beyblade,6.68,"Tatsunoko Production, SynergySP, Seven",Manga,5000,2111,47495
4397,Kinnikuman II Sei: Ultimate Muscle,6.92,Toei Animation,Manga,3952,6137,4142
4398,Kinnikuman II Sei: Ultimate Muscle 2,6.97,Toei Animation,Manga,3753,6501,3666
4399,Fight Ippatsu! Juuden-chan!!,6.68,Studio Hibari,Manga,4991,3034,16469
4400,Kannagi: Moshimo Kannagi ga Attara...,7.09,"A-1 Pictures, Ordet",Manga,3260,3020,23117
4401,Higepiyo,7.12,Kinema Citrus,Original,3116,6285,2217
4402,Ristorante Paradiso,7.36,David Production,Manga,2051,2648,13368
4409,Tennis no Ouji-sama: Oshougatsu Special,6.87,Production I.G,Manga,4149,5938,4627
4410,Sabu to Ichi Torimono Hikae,6.37,Toei Animation,Manga,6532,9458,188
4411,Hottarake no Shima: Haruka to Mahou no Kagami,7.39,"Production I.G, Polygon Pictures",Original,1951,5214,4989
4413,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.9,"Brain's Base, Marvy Jack",Light novel,677,1065,107757
4414,Jewelpet,6.65,Studio Comet,Original,5150,5187,3532
4419,Nogizaka Haruka no Himitsu: Purezza,7.2,Diomedéa,Light novel,2778,1938,48493
4420,Chi's Sweet Home: Atarashii Ouchi,7.75,Madhouse,Manga,922,3295,11689
4422,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,6.38,Toei Animation,Manga,6512,9977,650
4423,Needless,7.28,Madhouse,Manga,2439,1169,69741
4424,Osu!! Karate-bu,6.73,J.C.Staff,Manga,4734,9539,545
4426,Dragon Ball Kai,7.73,Toei Animation,Manga,957,536,212339
4429,Kimi ni Todoke,8.02,Production I.G,Manga,515,148,409858
4430,Tales of Vesperia: The First Strike,7.62,Production I.G,Game,1216,2418,26679
4431,Mahou Sensei Negima!: Mou Hitotsu no Sekai,7.63,Shaft,Manga,1206,3533,11302
4432,F,6.67,Studio Deen,Manga,5045,8460,658
4434,1-gatsu ni wa Christmas,5.46,Magic Bus,Manga,9790,10578,470
4435,Maryuu Senki,5.24,AIC,Original,10267,8750,734
4438,Higurashi no Naku Koro ni Kai Specials,7.25,Studio Deen,Visual novel,2574,2506,25685
4439,Lemon Angel YJ-ban,6.1,Xebec,Manga,7808,11901,175
4440,Moeru! Oniisan,6.22,Studio Pierrot,Manga,7268,10739,169
4441,Sensei no Ojikan: Doki Doki School Hours OVA,6.59,J.C.Staff,4-koma manga,5451,8833,1168
4442,Gregory Horror Show,6.61,Milky Cartoon,Original,5341,7736,1527
4447,Ai no Wakakusa Yama Monogatari,6.08,Gainax,Manga,7865,10585,321
4448,"""Eiji""",5.76,"Production I.G, animate Film",Manga,8959,8948,1000
4450,Al Caral no Isan,5.5,"animate Film, Visual 80",Manga,9666,10564,381
4451,Jetter Mars,6.22,Toei Animation,Original,7261,10631,365
4454,Anmitsu Hime,6.3,Studio Pierrot,Manga,6871,10772,229
4456,Azuki-chan the Movie,6.09,Madhouse,Manga,7840,11108,423
4457,Bad Boys,6.47,Toei Animation,Manga,6036,9058,429
4459,Sora no Manimani,7.09,Studio Comet,Manga,3235,2603,19181
4460,Aruhi no Clamp Gakuen Tanteidan,6.15,Studio Pierrot,Manga,7542,10278,447
4461,Shin Koihime†Musou,6.84,Doga Kobo,Visual novel,4282,3089,14971
4462,Rainbow: Nisha Rokubou no Shichinin,8.52,Madhouse,Manga,94,466,135582
4465,Gokujou!! Mecha Mote Iinchou,6.38,SynergySP,Manga,6513,5806,1919
4466,Cookin' Idol Ai! Mai! Main!,6.18,Studio Deen,Original,7450,9477,248
4470,Toradora!: SOS! Kuishinbou Banbanzai,6.37,J.C.Staff,Light novel,6571,1552,65091
4471,Umi Monogatari: Anata ga Ite Kureta Koto,6.64,Zexcs,Game,5210,3392,7075
4472,Marie & Gali,6.31,Toei Animation,Original,6851,7394,627
4475,Tsuki no Waltz,6.48,Madhouse,Original,6027,8604,1772
4477,Chibi Maruko-chan (1995),7.18,Nippon Animation,Manga,2833,7798,1
4479,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.13,A-1 Pictures,Novel,3081,3357,16778
4484,Tailenders,6.75,Picograph,Original,4665,3985,10679
4485,Kuroshitsuji Recap,7.21,A-1 Pictures,Manga,2747,2819,23038
4486,Aoi Hana,7.16,J.C.Staff,Manga,2927,1692,36656
4487,White Album 2nd Season,6.84,Seven Arcs,Visual novel,4291,2530,22083
4488,Asobi ni Iku yo!,6.65,AIC PLUS+,Light novel,5140,917,100942
4489,Tenjoubito to Akutobito Saigo no Tatakai,7.14,Kyoto Animation,Original,3055,5591,3520
4490,Saint Seiya: The Lost Canvas - Meiou Shinwa,8.0,TMS Entertainment,Manga,543,1602,56990
4491,Layton Kyouju to Eien no Utahime,7.63,"OLM, P.A. Works",Game,1203,3392,17095
4492,Pokemon Movie 12: Arceus Choukoku no Jikuu e,7.02,OLM,Game,3555,1949,58392
4493,Highway Jenny,5.28,Toei Animation,Original,10176,10352,596
4497,Nodame Cantabile OVA,7.47,J.C.Staff,Manga,1677,3304,18591
4501,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,7.21,TMS Entertainment,Manga,2734,4774,8666
4502,Mai-Otome Zwei Special,6.71,Sunrise,Original,4871,7676,1968
4503,Princess Lover!,6.79,GoHands,Visual novel,4465,852,125841
4505,Sasameki Koto,7.09,AIC,Manga,3232,2038,27328
4506,Kämpfer,6.45,Nomad,Light novel,6187,613,164401
4508,Macross 7 Plus,6.81,Production Reed,Original,4419,6161,3484
4509,Tokyo Magnitude 8.0,8.06,"Bones, Kinema Citrus",Original,462,611,120069
4510,Toaru Kagaku no Railgun,7.72,J.C.Staff,Manga,991,281,277246
4512,Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.89,Shin-Ei Animation,Manga,4061,7450,2779
4513,Nijiiro Hotaru: Eien no Natsuyasumi,7.02,Toei Animation,Novel,3554,6072,2087
4520,True Tears: Mini Chara 4-koma Gekijou,6.32,P.A. Works,Original,6793,4958,6461
4524,Sketchbook: Full Color's Picture Drama,6.39,Hal Film Maker,4-koma manga,6451,8738,1076
4534,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.7,OLM,Game,4914,5178,6496
4537,Cat Shit One,7.01,Anima,Manga,3603,3239,19952
4540,Akikan!: Kan Ippatsu!? Onsen Panic,6.27,Brain's Base,Light novel,7034,3385,18586
4541,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.31,Sunrise,Original,2313,2205,42996
4542,Full Metal Panic! The Second Raid Episode 00,7.42,Kyoto Animation,Light novel,1819,2739,25454
4545,Maria-sama ga Miteru 4th Specials,7.21,Studio Deen,Light novel,2751,6512,3235
4550,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,7.04,Studio Deen,Manga,3509,8140,1361
4552,Omamori Himari,6.93,Zexcs,Manga,3896,729,141531
4553,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.35,Studio Pierrot,Manga,2092,1006,134112
4554,Miracle Train: Chuo-sen e Youkoso,6.0,Yumeta Company,Manga,8244,7288,1189
4557,Ten Little Gall Force,6.22,"Artmic, animate Film",Original,7269,9820,698
4558,Mobile Suit Gundam Unicorn,8.16,Sunrise,Novel,353,1715,41236
4560,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",7.0,Gainax,Manga,3650,4352,7894
4562,Baka to Test to Shoukanjuu,7.6,SILVER LINK.,Light novel,1278,221,377592
4563,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.85,Kyoto Animation,Visual novel,737,661,193930
4564,Marie & Gali Episode Zero,5.8,Toei Animation,Original,8837,10125,786
4565,ef: A Tale of Memories. - Prologue,7.1,Shaft,Visual novel,3196,3114,17739
4566,Karuizawa Syndrome,5.73,Kitty Films,Manga,9065,11754,247
4568,Higashi no Eden Movie I: The King of Eden,7.6,Production I.G,Original,1264,1018,115230
4571,Zan Sayonara Zetsubou Sensei,7.91,Shaft,Manga,663,1545,46023
4572,Kyou no 5 no 2 (TV): Takarabako,7.08,Xebec,Manga,3293,5460,4502
4573,Tetsuwan Birdy Decode: The Cipher,7.3,A-1 Pictures,Manga,2352,3728,12453
4574,Strike Witches 2,7.32,AIC Spirits,Original,2271,1771,48504
4575,Chargeman Ken!,4.73,Tama Production,Original,10804,8318,686
4577,Pokemon: Yadoking no Ichinichi,6.1,OLM,Game,7810,4865,8405
4578,R20: Ginga Kuukou,5.57,Gainax,Original,9505,10180,729
4579,Issho ni Training: Training with Hinako,4.73,Studio Hibari,Original,10828,3861,12166
4580,Tentou Mushi no Uta,6.35,Tatsunoko Production,Manga,6627,11798,239
4582,ef: A Tale of Melodies. - Prologue,7.29,Shaft,Visual novel,2386,3885,11519
4584,"""Bungaku Shoujo"" Movie",7.41,Production I.G,Light novel,1874,2049,31602
4586,Go! Go! Ackman,6.18,Toei Animation,Manga,7459,9479,1054
4587,Eyeshield 21: Jump Festa 2005 Special,6.77,Gallop,Manga,4590,6088,3946
4589,Fullmetal Alchemist: Brotherhood Specials,8.03,Bones,Manga,508,1170,90382
4591,Weiß Survive,6.11,Studio Hibari,Card game,7763,3748,10363
4592,Psychoarmor Govarian,6.13,Knack Productions,Original,7647,10838,199
4595,Detective Conan OVA 09: The Stranger in 10 Years...,7.94,TMS Entertainment,Manga,611,3927,14255
4596,AIKa Zero,5.93,Studio Fantasia,Original,8431,4164,8254
4597,Tegamibachi,7.65,Studio Pierrot,Manga,1148,1357,47679
4602,Amefuri Kozou,6.19,Tezuka Productions,Manga,7388,9826,848
4603,Hoshi wo Katta Hi,7.06,Studio Ghibli,Original,3390,5938,775
4605,Detective Conan Movie 14: The Lost Ship in the Sky,8.15,Tokyo Movie Shinsha,Manga,359,2466,37217
4608,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.81,AIC,Original,4405,3571,16972
4612,Zero no Tsukaima: Princesses no Rondo Picture Drama,6.95,J.C.Staff,Light novel,3812,2497,30067
4616,Seikon no Qwaser,6.45,Hoods Entertainment,Manga,6145,553,130633
4618,Kiteretsu Daihyakka,6.66,Gallop,Manga,5079,7484,2119
4620,Nyan Koi!,7.2,AIC,Manga,2755,649,157653
4630,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.63,Toei Animation,Original,5229,7297,2364
4636,Angel Beats!,8.15,P.A. Works,Original,354,15,1229098
4637,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,7.14,Gainax,Original,3044,3169,22057
4638,Junjou Romantica Special,7.48,Studio Deen,Manga,1637,3039,22764
4640,Pokemon: Pikachu no Kirakira Daisousaku!,6.32,OLM,Game,6781,6161,3604
4641,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6.17,J.C.Staff,Novel,7499,10605,365
4643,Popee the Performer,7.14,Nippon Animation,Original,3045,5900,2855
4645,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.09,Sunrise,Manga,3265,7251,2054
4647,Koume-chan ga Iku!,5.97,Gainax,Manga,8335,10526,215
4648,Shakugan no Shana S,7.37,J.C.Staff,Light novel,2015,1737,52028
4649,Darker than Black: Ryuusei no Gemini,7.48,Bones,Original,1627,381,262714
4650,Hanamaru Youchien,7.31,Gainax,Manga,2306,1896,36064
4653,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,7.19,Production I.G,Game,2802,4603,7731
4654,Tentai Senshi Sunred 2nd Season,7.9,AIC ASTA,Manga,682,5697,3772
4656,Yume-iro Pâtissière,7.87,"Studio Pierrot, Studio Hibari",Manga,709,1921,41504
4661,Katanagatari,8.36,White Fox,Light novel,175,291,201975
4662,Kuruneko,7.31,"Studio Deen, DAX Production",Manga,2307,7070,914
4665,Ibara no Ou,7.0,Sunrise,Manga,3637,1999,38199
4666,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,6.05,CoMix Wave Films,Original,8008,8071,1484
4668,Kara no Kyoukai Remix: Gate of Seventh Heaven,7.6,ufotable,Light novel,1286,2608,22930
4669,Nono-chan,6.18,Toei Animation,4-koma manga,7430,11086,184
4671,Asari-chan,6.05,Toei Animation,Manga,8035,11613,222
4673,Queen's Blade: Gyokuza wo Tsugu Mono,6.58,Arms,Other,5500,2373,26160
4674,Sengoku Basara Ni,7.57,Production I.G,Game,1374,1989,38532
4676,Chou Kousoku Galvion,5.97,Artmic,Original,8314,10197,211
4677,Higashi no Eden Movie II: Paradise Lost,7.63,Production I.G,Original,1199,1177,95203
4678,Tonari no 801-chan R,5.79,A-1 Pictures,4-koma manga,8889,8040,1771
4679,Chu-Bra!!,6.23,Zexcs,Manga,7189,2462,24473
4680,Ginga Tetsudou 999: Glass no Clair,6.6,Toei Animation,Manga,5359,8671,1100
4682,Joshikousei: Girl's High Specials,6.51,Arms,Manga,5867,7081,2479
4683,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,5.35,Kachidoki Studio,Original,10059,11544,145
4686,8-gatsu no Symphony: Shibuya 2002-2003,6.61,WAO World,Book,5333,9937,350
4689,Reporter Blues,6.43,TMS Entertainment,Original,6252,11159,236
4690,Redline,8.29,Madhouse,Original,229,563,179875
4691,Asura Cryin' 2,7.31,Seven Arcs,Light novel,2283,2088,42743
4693,11eyes,6.16,Doga Kobo,Visual novel,7510,710,146869
4694,Marie & Gali Special,5.62,Toei Animation,Original,9384,11586,345
4707,Fairy Tail,7.68,"Satelight, A-1 Pictures",Manga,1076,32,737096
4708,Queen's Blade: Rurou no Senshi Specials,6.0,Arms,Other,8234,4395,8134
4710,Kuroshitsuji II,7.22,A-1 Pictures,Manga,2684,298,340878
4711,Ai Yori Aoshi: Yumegatari,6.79,J.C.Staff,Manga,4473,5013,6755
4712,Natsu no Arashi! Akinaichuu,7.32,Shaft,Manga,2261,3903,9019
4714,Dragon Ball Z: Atsumare! Gokuu World,6.48,Toei Animation,Manga,5976,3899,13622
4715,Yamato 2520,5.78,Studio Take Off,Original,8919,9569,535
4716,Ankoku Cat,5.79,Fanworks,Original,8861,8572,1314
4717,Hanasakeru Seishounen Recaps,6.79,Studio Pierrot,Manga,4493,7257,1971
4722,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.51,Toei Animation,Manga,5855,9632,635
4725,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.65,Madhouse,Novel,5159,5903,4526
4728,Durarara!!,8.18,Brain's Base,Light novel,329,57,651208
4729,Dance in the Vampire Bund,7.06,Shaft,Manga,3381,781,119903
4730,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.64,Nomad,Light novel,5212,6084,4289
4732,Tatakau Shisho: The Book of Bantorra,7.24,David Production,Light novel,2591,2135,16495
4737,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.82,Sunrise,Original,787,2543,25856
4740,Break Blade 1: Kakusei no Toki,7.67,"Production I.G, Xebec",Manga,1104,1714,55853
4741,Shakugan no Shana III (Final),7.56,J.C.Staff,Light novel,1399,716,135142
4742,Kuuchuu Buranko,7.96,Toei Animation,Novel,584,1766,23128
4745,ef: A Tale of Memories. - Recollections,7.33,Shaft,Visual novel,2212,4517,5998
4746,Goulart Knights: Evoked the Beginning Black,5.77,Studio Blanc,Original,8948,4834,4528
4747,Kanokon: Manatsu no Dai Shanikusai,6.58,Xebec,Light novel,5504,2617,27930
4749,"Kuroshitsuji: Sono Shitsuji, Kougyou",7.55,A-1 Pictures,Manga,1437,1495,74955
4750,Kurokami: Tora to Tsubasa,6.87,Sunrise,Manga,4182,5281,4979
4751,Genius Party Beyond,7.23,Studio 4°C,Original,2633,4002,9083
4752,Kyuukyoku Choujin R,6.31,Studio Coa,Manga,6828,10131,418
4756,So Ra No Wo To,7.56,A-1 Pictures,Original,1384,1090,56423
4758,InuYasha: Kanketsu-hen,8.22,Sunrise,Manga,294,692,150825
4786,Da Nao Tiangong,6.59,Shanghai Animation Film Studio,Novel,5442,11089,399
4790,K-On!: Live House!,7.83,Kyoto Animation,4-koma manga,773,1197,104951
4792,Halo Legends,7.04,"Bones, Production I.G, Studio 4°C, Toei Animation",Game,3507,2787,24320
4794,Cyborg 009,6.1,Toei Animation,Manga,7790,8187,1311
4795,Iron Man,6.1,Madhouse,Other,7809,3322,13112
4796,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.54,OLM,Game,5697,4712,9193
4798,Deadman Wonderland,7.22,Manglobe,Manga,2673,79,693044
4799,Hatsukoi Limited.: Gentei Shoujo,6.71,J.C.Staff,Manga,4857,4149,10572
4800,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,6.56,Zexcs,Game,5600,7235,1788
4801,Ookami to Koushinryou II: Holo no Short Anime,7.06,"Brain's Base, Marvy Jack",Light novel,3406,2201,37649
4804,Ontama!,6.76,Encourage Films,Manga,4640,8444,1277
4808,Hakuouki,7.41,Studio Deen,Visual novel,1886,1040,78891
4809,Pandora Hearts Omake,7.37,Xebec,Manga,2008,2509,28715
4810,Stitch!: Itazura Alien no Daibouken,6.13,Madhouse,Other,7675,9242,944
4811,Tamagotchi!,6.3,OLM Digital,Game,6917,10343,243
4812,Battle Spirits: Shounen Gekiha Dan,6.98,Sunrise,Card game,3712,8230,1212
4813,Saikyou Bushouden: Sangoku Engi,6.83,"Future Planet, Beijing Huihuang Animation Company",Novel,4299,8693,335
4815,Hellsing: Digest for Freaks,7.67,Satelight,Manga,1109,2748,20584
4817,Jungle Taitei: Yuuki ga Mirai wo Kaeru,6.9,Tezuka Productions,Manga,4046,8976,1087
4819,Wolverine,6.1,Madhouse,Other,7809,3501,12357
4820,X-Men,6.37,Madhouse,Other,6543,3454,12764
4821,Blade,6.24,Madhouse,Other,7158,3410,12368
4822,Fate/stay night Movie: Unlimited Blade Works,7.41,Studio Deen,Visual novel,1882,849,132791
4823,Higashi no Eden: Air Communication,7.62,Production I.G,Original,1215,3004,17865
